event_time,city,subscriber_id,sim_serial,device_imei,activation_channel,kyc_status,identity_document_type,identity_mismatch_flag,location_variance_km,failed_verification_attempts,recent_sim_swaps_30d,account_age_days,high_risk_country_flag,topup_amount_last_24h,suspicious_transaction_flag,fraud_alert_score,travel_pattern_score,blacklist_match_flag,escalated_to_fraud_team,key
2025-01-18T23:46:02.394629,Bengaluru,SUB-71606529,SIM-103158885642880,IMEI-002675442668960,Online,Verified,National ID,FALSE,5.788401292,3,1,2517,FALSE,12.18375026,FALSE,0.372451728,0.177202284,FALSE,FALSE,SUB-71606529|SIM-103158885642880
2025-02-15T02:35:19.233880,Bengaluru,SUB-70493344,SIM-711150397228220,IMEI-859547072188848,Retail,Verified,National ID,FALSE,2.307261137,2,0,3123,FALSE,37.2173238,FALSE,0.987150428,0.438766399,FALSE,FALSE,SUB-70493344|SIM-711150397228220
2025-01-06T10:25:57.156981,Bengaluru,SUB-47336379,SIM-268318539738483,IMEI-782438021846256,Online,Verified,National ID,FALSE,1.601152544,2,3,1810,FALSE,10.85462755,FALSE,0.329089699,0.488302455,FALSE,FALSE,SUB-47336379|SIM-268318539738483
2025-01-12T09:55:47.699020,Mumbai,SUB-98031435,SIM-804603914834453,IMEI-105742316226502,Field Agent,Verified,National ID,FALSE,2.378387471,0,1,2699,FALSE,49.63199637,FALSE,0.221637307,0.776560874,FALSE,FALSE,SUB-98031435|SIM-804603914834453
2025-02-23T22:02:23.230816,Chennai,SUB-81956253,SIM-637516524627755,IMEI-145597374384901,Retail,Verified,National ID,FALSE,3.542133866,2,0,2307,FALSE,23.41945933,FALSE,0.160309169,0.232006852,FALSE,FALSE,SUB-81956253|SIM-637516524627755
2025-02-06T03:40:07.465486,Chennai,SUB-21645695,SIM-274015050440047,IMEI-094090774228397,Online,Rejected,National ID,FALSE,1.725020066,0,0,2371,FALSE,18.78154317,FALSE,0.146256737,0.702361047,FALSE,FALSE,SUB-21645695|SIM-274015050440047
2025-02-11T10:06:57.258961,Hyderabad,SUB-74157083,SIM-892740012561730,IMEI-808462823659019,Retail,Verified,Driver License,FALSE,3.595241463,5,0,2218,FALSE,7.160241748,FALSE,0.302403376,0.479830071,FALSE,FALSE,SUB-74157083|SIM-892740012561730
2025-01-06T16:05:50.451957,Chennai,SUB-51995843,SIM-202027703632039,IMEI-233046352865509,Call Center,Verified,Driver License,FALSE,0.712535322,1,1,1515,FALSE,48.87175411,FALSE,0.003741083,0.454135209,FALSE,FALSE,SUB-51995843|SIM-202027703632039
2025-02-23T21:05:44.608754,Mumbai,SUB-73425420,SIM-634200805176950,IMEI-879677908617464,Retail,Verified,Driver License,FALSE,5.884312727,1,0,2303,FALSE,87.27247249,FALSE,0.13126336,0.019872507,FALSE,FALSE,SUB-73425420|SIM-634200805176950
2025-01-20T07:14:56.274961,Bengaluru,SUB-25832777,SIM-581786295437814,IMEI-973182149744657,Call Center,Verified,Passport,FALSE,2.512165541,0,1,2076,FALSE,8.747865843,FALSE,0.411943937,0.625693681,FALSE,FALSE,SUB-25832777|SIM-581786295437814
2025-01-22T22:26:26.293196,Chennai,SUB-17834162,SIM-833590595491406,IMEI-442902871365850,Online,Verified,Passport,FALSE,7.643675267,0,2,3573,FALSE,16.38427176,FALSE,0.064509068,0.648548013,FALSE,FALSE,SUB-17834162|SIM-833590595491406
2025-02-04T13:23:51.058989,Chennai,SUB-61484072,SIM-123668065831552,IMEI-703631686356227,Retail,Verified,National ID,FALSE,1.405268952,0,3,2634,FALSE,13.79844249,FALSE,0.142671607,0.533391522,FALSE,FALSE,SUB-61484072|SIM-123668065831552
2025-01-06T19:54:47.314204,Chennai,SUB-15503021,SIM-351061680195383,IMEI-790746701433670,Retail,Verified,National ID,FALSE,4.697775769,0,0,3426,FALSE,20.62841178,FALSE,0.95356789,0.567052075,FALSE,FALSE,SUB-15503021|SIM-351061680195383
2025-02-21T02:05:44.306736,Bengaluru,SUB-89453931,SIM-142228369523823,IMEI-881714428368527,Online,Verified,National ID,FALSE,7.732046263,0,1,880,FALSE,25.68125334,FALSE,0.281095867,0.591453772,FALSE,FALSE,SUB-89453931|SIM-142228369523823
2025-02-09T16:17:29.391992,Delhi,SUB-33270286,SIM-657640404171743,IMEI-154130647515671,Online,Verified,National ID,FALSE,6.593253094,3,1,748,FALSE,22.82765915,FALSE,0.235392425,0.814332265,TRUE,TRUE,SUB-33270286|SIM-657640404171743
2025-01-18T15:37:07.296219,Bengaluru,SUB-59339990,SIM-044873196305137,IMEI-985467972828157,Call Center,Verified,Passport,FALSE,1.657193073,1,1,669,FALSE,47.86627933,FALSE,0.024771928,0.98891591,FALSE,FALSE,SUB-59339990|SIM-044873196305137
2025-01-11T10:23:40.123401,Chennai,SUB-18687404,SIM-883223504493283,IMEI-517803564260125,Call Center,Verified,National ID,FALSE,3.355589413,5,0,2962,FALSE,15.73892933,FALSE,0.376577007,0.190218607,FALSE,FALSE,SUB-18687404|SIM-883223504493283
2025-01-16T09:36:18.680683,Mumbai,SUB-00686002,SIM-489850729251896,IMEI-367344318943881,Online,Verified,National ID,FALSE,0.514262727,4,0,2823,FALSE,19.83615366,FALSE,0.997717409,0.301240007,FALSE,FALSE,SUB-00686002|SIM-489850729251896
2025-02-02T00:53:54.288317,Hyderabad,SUB-82040617,SIM-143391970117330,IMEI-378158486412858,Retail,Verified,Driver License,FALSE,6.468305063,5,1,1094,FALSE,26.71314116,FALSE,0.701944957,0.733809692,FALSE,FALSE,SUB-82040617|SIM-143391970117330
2025-02-10T15:20:22.031925,Delhi,SUB-66296459,SIM-660145305396987,IMEI-624300894231120,Call Center,Verified,National ID,FALSE,5.285099688,0,0,2828,FALSE,20.52522025,FALSE,0.046301876,0.993395656,FALSE,FALSE,SUB-66296459|SIM-660145305396987
2025-02-17T18:27:15.150842,Bengaluru,SUB-69604387,SIM-688024867090009,IMEI-714054509246449,Retail,Verified,National ID,FALSE,2.564948738,0,2,1427,FALSE,21.32760761,FALSE,0.983292804,0.485815292,FALSE,FALSE,SUB-69604387|SIM-688024867090009
2025-01-07T06:27:30.900225,Delhi,SUB-62602845,SIM-419083743665299,IMEI-918261818592231,Retail,Verified,National ID,FALSE,4.51345156,0,0,805,FALSE,6.090656316,FALSE,0.871881026,0.477548843,FALSE,FALSE,SUB-62602845|SIM-419083743665299
2025-01-12T01:40:17.309829,Mumbai,SUB-20428147,SIM-405123094822851,IMEI-580573624911619,Online,Rejected,National ID,FALSE,4.302001262,5,0,3212,FALSE,32.01556424,FALSE,0.289864205,0.684188139,FALSE,FALSE,SUB-20428147|SIM-405123094822851
2025-01-28T14:53:55.389134,Chennai,SUB-89753844,SIM-179544326310452,IMEI-148551652909937,Retail,Verified,National ID,FALSE,17.04743262,0,0,3139,TRUE,15.18605513,FALSE,0.715719197,0.808723874,FALSE,TRUE,SUB-89753844|SIM-179544326310452
2025-01-07T19:07:28.822482,Bengaluru,SUB-04813122,SIM-717776976300366,IMEI-793831250481717,Online,Verified,National ID,TRUE,8.391269021,0,0,2499,FALSE,9.567898046,FALSE,0.02079162,0.86811025,FALSE,FALSE,SUB-04813122|SIM-717776976300366
2025-01-22T18:10:10.551265,Mumbai,SUB-44944849,SIM-331101662160686,IMEI-365028808261224,Online,Verified,National ID,FALSE,0.831792876,0,0,3302,FALSE,5.269308401,TRUE,0.064384278,0.354209938,FALSE,FALSE,SUB-44944849|SIM-331101662160686
2025-02-27T00:04:43.892067,Mumbai,SUB-63750482,SIM-878846333788120,IMEI-532563070591649,Online,Verified,National ID,FALSE,3.327651432,0,0,1648,FALSE,11.88748318,FALSE,0.056378786,0.489684009,FALSE,FALSE,SUB-63750482|SIM-878846333788120
2025-01-21T15:38:16.260312,Delhi,SUB-77947023,SIM-556291630684491,IMEI-947570402326183,Call Center,Verified,National ID,FALSE,2.80953501,1,0,970,FALSE,7.421327289,FALSE,0.504016042,0.912554493,FALSE,FALSE,SUB-77947023|SIM-556291630684491
2025-02-23T14:20:23.687869,Delhi,SUB-99661328,SIM-303220418880145,IMEI-216471149842033,Retail,Verified,National ID,FALSE,1.808598101,1,0,3259,FALSE,23.35769439,FALSE,0.386314144,0.333649822,FALSE,FALSE,SUB-99661328|SIM-303220418880145
2025-01-10T18:24:35.845901,Bengaluru,SUB-22553878,SIM-256403495215771,IMEI-559210166859590,Field Agent,Verified,National ID,FALSE,8.671831934,1,1,1511,FALSE,15.36180883,FALSE,0.900545017,0.256571953,FALSE,FALSE,SUB-22553878|SIM-256403495215771
2025-01-14T00:16:57.640671,Delhi,SUB-19129960,SIM-479284464218887,IMEI-967132042128043,Call Center,Verified,National ID,FALSE,3.586143363,0,0,1079,FALSE,6.429267186,FALSE,0.142912112,0.270684582,FALSE,FALSE,SUB-19129960|SIM-479284464218887
2025-01-16T03:02:17.830391,Bengaluru,SUB-89153554,SIM-938489701847670,IMEI-686762130860638,Online,Verified,Passport,FALSE,0.974496082,5,0,1442,FALSE,93.87955222,FALSE,0.769990804,0.717575571,FALSE,FALSE,SUB-89153554|SIM-938489701847670
2025-02-02T19:35:57.008963,Bengaluru,SUB-79381051,SIM-717729088537529,IMEI-888732508372960,Retail,Verified,Driver License,FALSE,1.922043089,1,2,3216,FALSE,9.729273814,FALSE,0.076164424,0.511282866,FALSE,FALSE,SUB-79381051|SIM-717729088537529
2025-01-02T20:41:30.075683,Delhi,SUB-56549243,SIM-771756418470797,IMEI-784233033750645,Online,Verified,National ID,FALSE,1.889638955,3,1,1023,FALSE,3.883126618,FALSE,0.67017012,0.931258473,FALSE,FALSE,SUB-56549243|SIM-771756418470797
2025-02-17T15:22:04.322018,Chennai,SUB-16641922,SIM-631905900922471,IMEI-076850989841693,Retail,Verified,National ID,FALSE,1.409591058,3,1,892,FALSE,20.7713096,FALSE,0.783872839,0.994533851,FALSE,FALSE,SUB-16641922|SIM-631905900922471
2025-02-16T04:33:20.764836,Mumbai,SUB-74510924,SIM-455259854145634,IMEI-388226143502407,Retail,Verified,National ID,FALSE,4.187632616,3,1,2787,FALSE,196.1057433,FALSE,0.986134524,0.579429888,FALSE,FALSE,SUB-74510924|SIM-455259854145634
2025-02-19T16:13:12.943659,Hyderabad,SUB-08461108,SIM-113930026297241,IMEI-175775020001474,Call Center,Verified,National ID,FALSE,1.569942139,0,0,525,FALSE,43.57881016,FALSE,0.233904249,0.024830424,FALSE,FALSE,SUB-08461108|SIM-113930026297241
2025-01-16T23:32:04.287668,Bengaluru,SUB-20040161,SIM-140922892407354,IMEI-900854616651511,Retail,Verified,National ID,FALSE,2.726302896,3,1,1662,FALSE,32.5706383,TRUE,0.031015845,0.139846586,FALSE,FALSE,SUB-20040161|SIM-140922892407354
2025-01-26T23:15:20.960728,Mumbai,SUB-00405202,SIM-582718479004699,IMEI-749777461728293,Retail,Verified,National ID,FALSE,2.157985872,1,0,3132,FALSE,3.26933287,FALSE,0.306517724,0.916153527,TRUE,FALSE,SUB-00405202|SIM-582718479004699
2025-01-14T11:37:01.017194,Chennai,SUB-74806698,SIM-023530785375653,IMEI-928318167297685,Call Center,Verified,Passport,FALSE,0.906833213,5,0,1369,FALSE,16.80017966,FALSE,0.392993218,0.852262379,FALSE,FALSE,SUB-74806698|SIM-023530785375653
2025-01-25T09:02:51.345102,Bengaluru,SUB-99672879,SIM-023659781029478,IMEI-017409123076685,Retail,Verified,Driver License,FALSE,0.855019749,0,1,1208,TRUE,7.18204032,FALSE,0.986378901,0.117321444,FALSE,FALSE,SUB-99672879|SIM-023659781029478
2025-01-30T06:58:36.606999,Delhi,SUB-14464288,SIM-190934872163790,IMEI-997755425180670,Field Agent,Verified,National ID,FALSE,3.29368149,1,0,1730,FALSE,11.69757036,FALSE,0.996822626,0.067198695,FALSE,FALSE,SUB-14464288|SIM-190934872163790
2025-01-20T05:03:21.715372,Delhi,SUB-07053278,SIM-338831746721598,IMEI-314318099405627,Field Agent,Verified,Passport,FALSE,1.074438935,3,2,1422,FALSE,9.634148405,FALSE,0.898744283,0.0876324,FALSE,FALSE,SUB-07053278|SIM-338831746721598
2025-01-16T08:01:48.695998,Hyderabad,SUB-63446774,SIM-520086133772360,IMEI-505000790594559,Field Agent,Verified,Passport,FALSE,4.355645778,0,1,2903,FALSE,27.93121068,FALSE,0.72498834,0.62209182,FALSE,FALSE,SUB-63446774|SIM-520086133772360
2025-02-22T20:27:33.528912,Chennai,SUB-56102907,SIM-518246217494209,IMEI-547031728706054,Field Agent,Verified,National ID,TRUE,2.84523239,0,0,511,FALSE,38.26665077,FALSE,0.792498496,0.907167905,FALSE,FALSE,SUB-56102907|SIM-518246217494209
2025-01-03T07:29:21.479250,Delhi,SUB-96891841,SIM-864358956762318,IMEI-853537073168895,Online,Verified,National ID,FALSE,3.619340957,0,0,2346,FALSE,23.14977815,FALSE,0.429002352,0.428717606,FALSE,FALSE,SUB-96891841|SIM-864358956762318
2025-01-19T19:03:06.893967,Chennai,SUB-40452763,SIM-511751096315744,IMEI-871073289129031,Call Center,Verified,National ID,FALSE,4.845632273,0,0,123,FALSE,6.983299696,FALSE,0.825739613,0.010633847,FALSE,FALSE,SUB-40452763|SIM-511751096315744
2025-02-02T00:45:53.042580,Mumbai,SUB-29357203,SIM-118550944567322,IMEI-605625737361298,Online,Verified,National ID,FALSE,7.605374689,2,0,2992,FALSE,8.65580143,FALSE,0.755764819,0.122162487,FALSE,FALSE,SUB-29357203|SIM-118550944567322
2025-01-30T12:37:42.866484,Delhi,SUB-22627033,SIM-331653815878699,IMEI-272198519891223,Retail,Verified,National ID,FALSE,4.095279746,1,2,3121,FALSE,8.212114857,FALSE,0.721541089,0.774776783,FALSE,FALSE,SUB-22627033|SIM-331653815878699
2025-02-23T05:04:06.459886,Delhi,SUB-91456734,SIM-606164271042440,IMEI-902151571711439,Online,Verified,National ID,FALSE,2.572684867,1,2,2194,FALSE,19.37295596,FALSE,0.318200762,0.60782498,FALSE,FALSE,SUB-91456734|SIM-606164271042440
2025-01-22T02:07:12.330394,Hyderabad,SUB-10310008,SIM-616458696166045,IMEI-199524816354966,Retail,Rejected,National ID,FALSE,1.539833751,3,0,3079,FALSE,28.45937784,FALSE,0.877801445,0.533631245,FALSE,FALSE,SUB-10310008|SIM-616458696166045
2025-02-11T07:30:40.407394,Chennai,SUB-54443095,SIM-426162359856347,IMEI-649554672697456,Call Center,Verified,National ID,FALSE,4.589571293,4,1,1786,FALSE,20.2340326,FALSE,0.712926695,0.788159841,FALSE,FALSE,SUB-54443095|SIM-426162359856347
2025-01-17T00:31:13.481055,Bengaluru,SUB-14444657,SIM-840158528101600,IMEI-552219454005772,Field Agent,Verified,National ID,FALSE,4.134617481,0,0,1089,FALSE,20.78275718,FALSE,0.859088224,0.920990684,FALSE,FALSE,SUB-14444657|SIM-840158528101600
2025-01-13T07:53:08.910937,Mumbai,SUB-31771258,SIM-960352024143905,IMEI-433453439541275,Call Center,Verified,National ID,FALSE,0.997965349,0,2,3609,FALSE,14.74654075,FALSE,0.25874794,0.1470056,FALSE,FALSE,SUB-31771258|SIM-960352024143905
2025-02-04T05:43:48.922275,Delhi,SUB-75383428,SIM-459711478521859,IMEI-602194523984887,Retail,Verified,National ID,FALSE,1.617634435,0,0,3638,FALSE,10.63318399,FALSE,0.391078103,0.632253784,FALSE,FALSE,SUB-75383428|SIM-459711478521859
2025-02-24T15:21:16.196990,Bengaluru,SUB-85688269,SIM-480301474353039,IMEI-107006205553587,Online,Verified,National ID,FALSE,6.446630039,0,0,3402,FALSE,40.99953087,FALSE,0.06005469,0.014564494,FALSE,FALSE,SUB-85688269|SIM-480301474353039
2025-02-14T00:48:30.881205,Delhi,SUB-76522653,SIM-815499650695722,IMEI-623555675690914,Online,Verified,National ID,FALSE,8.349890306,0,0,3554,FALSE,6.951980773,FALSE,0.545961717,0.126693432,FALSE,FALSE,SUB-76522653|SIM-815499650695722
2025-01-24T15:43:28.781572,Bengaluru,SUB-59810634,SIM-684718493356767,IMEI-649978182711721,Retail,Verified,Driver License,FALSE,2.41685484,3,0,1612,FALSE,8.315705401,FALSE,0.618953682,0.17767013,FALSE,FALSE,SUB-59810634|SIM-684718493356767
2025-02-26T15:45:25.985342,Delhi,SUB-01733420,SIM-271045880390083,IMEI-304463023370467,Retail,Verified,Driver License,FALSE,1.645702626,5,1,3547,TRUE,11.85152073,FALSE,0.69713352,0.862119875,FALSE,FALSE,SUB-01733420|SIM-271045880390083
2025-02-27T05:25:11.437048,Bengaluru,SUB-42684796,SIM-885082534711288,IMEI-210143513230817,Retail,Verified,Driver License,FALSE,2.865633866,4,0,3126,TRUE,11.57426443,FALSE,0.315543497,0.965100334,FALSE,FALSE,SUB-42684796|SIM-885082534711288
2025-02-20T10:23:40.250978,Chennai,SUB-00433248,SIM-095116181764860,IMEI-382196563027255,Retail,Verified,National ID,FALSE,1.841589013,0,0,3575,FALSE,17.86416458,FALSE,0.755998382,0.703074718,FALSE,FALSE,SUB-00433248|SIM-095116181764860
2025-01-01T23:52:30.361478,Mumbai,SUB-52435514,SIM-222787727892075,IMEI-908288733028802,Field Agent,Verified,National ID,FALSE,1.214783288,0,1,3623,FALSE,42.29009069,FALSE,0.261890291,0.836521994,FALSE,FALSE,SUB-52435514|SIM-222787727892075
2025-02-07T12:38:31.123594,Mumbai,SUB-93143898,SIM-078202829019394,IMEI-448922957173888,Retail,Verified,Driver License,TRUE,1.447205571,0,2,1730,FALSE,12.3726761,FALSE,0.675419384,0.22475042,FALSE,FALSE,SUB-93143898|SIM-078202829019394
2025-02-14T11:28:28.660813,Bengaluru,SUB-08855419,SIM-236553019977946,IMEI-760736013726152,Call Center,Pending,National ID,FALSE,12.30895452,2,0,1916,FALSE,3.739193597,FALSE,0.216629101,0.471833223,FALSE,FALSE,SUB-08855419|SIM-236553019977946
2025-01-24T06:56:08.690954,Bengaluru,SUB-20471071,SIM-703817333036778,IMEI-863522457054062,Call Center,Verified,National ID,FALSE,0.911575803,0,1,641,FALSE,64.63127463,FALSE,0.004513932,0.165420349,FALSE,FALSE,SUB-20471071|SIM-703817333036778
2025-02-16T13:42:37.864715,Bengaluru,SUB-30498534,SIM-554047997333879,IMEI-171145481493486,Online,Verified,National ID,FALSE,9.673344278,1,3,3047,FALSE,48.25312004,FALSE,0.170663772,0.201407871,FALSE,FALSE,SUB-30498534|SIM-554047997333879
2025-02-25T23:14:35.693509,Chennai,SUB-58965978,SIM-255339201622833,IMEI-583911910075127,Call Center,Verified,Passport,FALSE,11.65877407,0,0,3477,FALSE,6.254018909,FALSE,0.146593176,0.307026587,FALSE,FALSE,SUB-58965978|SIM-255339201622833
2025-01-22T19:13:11.975095,Bengaluru,SUB-27080616,SIM-282554783715837,IMEI-340735359287676,Online,Verified,National ID,FALSE,1.932243177,1,1,2451,FALSE,41.32439538,FALSE,0.667509754,0.856184503,FALSE,TRUE,SUB-27080616|SIM-282554783715837
2025-01-08T22:44:36.613007,Hyderabad,SUB-44218989,SIM-798080442205830,IMEI-053505415011797,Online,Verified,National ID,FALSE,3.082530344,4,2,2439,FALSE,13.53139604,FALSE,0.402287119,0.162708176,FALSE,FALSE,SUB-44218989|SIM-798080442205830
2025-01-25T03:11:44.490382,Delhi,SUB-20823411,SIM-832716049361365,IMEI-340833860723132,Retail,Verified,Passport,TRUE,1.664357675,0,1,1919,FALSE,6.13937737,FALSE,0.371751634,0.35841791,FALSE,FALSE,SUB-20823411|SIM-832716049361365
2025-02-25T10:39:03.515076,Mumbai,SUB-31187599,SIM-589699546294652,IMEI-080204914296915,Retail,Verified,National ID,FALSE,1.997005351,1,0,3525,FALSE,28.68346891,FALSE,0.77846684,0.794738194,FALSE,FALSE,SUB-31187599|SIM-589699546294652
2025-02-16T00:20:52.117451,Bengaluru,SUB-13726361,SIM-626439696233096,IMEI-064195950460859,Retail,Verified,Passport,FALSE,2.261541677,0,1,2732,FALSE,8.963309798,FALSE,0.836596416,0.035514966,FALSE,FALSE,SUB-13726361|SIM-626439696233096
2025-02-15T04:43:56.664938,Chennai,SUB-87242869,SIM-389820170193541,IMEI-176611539392751,Online,Verified,Driver License,FALSE,0.535724721,0,0,3232,FALSE,19.92574063,FALSE,0.843671189,0.22942237,FALSE,FALSE,SUB-87242869|SIM-389820170193541
2025-01-15T17:54:37.937121,Chennai,SUB-52594635,SIM-910667616199025,IMEI-490076836932741,Online,Verified,National ID,FALSE,2.655243307,4,0,1687,FALSE,30.46322377,FALSE,0.675566515,0.983633826,FALSE,FALSE,SUB-52594635|SIM-910667616199025
2025-02-27T19:07:11.133520,Bengaluru,SUB-81010881,SIM-751160564358183,IMEI-079034111066183,Retail,Verified,National ID,FALSE,3.592204425,1,1,2525,FALSE,15.40176972,FALSE,0.435870548,0.156407273,TRUE,FALSE,SUB-81010881|SIM-751160564358183
2025-02-02T14:20:33.620212,Delhi,SUB-05983546,SIM-342892045696181,IMEI-665002845876524,Retail,Verified,National ID,FALSE,1.036548235,2,0,1726,FALSE,19.80549438,FALSE,0.418347454,0.703499312,FALSE,FALSE,SUB-05983546|SIM-342892045696181
2025-01-14T18:05:33.179004,Bengaluru,SUB-76095198,SIM-670430732081963,IMEI-111157983341386,Call Center,Verified,National ID,FALSE,2.037631642,2,0,3579,FALSE,13.82709649,FALSE,0.005118704,0.06178735,FALSE,FALSE,SUB-76095198|SIM-670430732081963
2025-01-12T18:18:09.196707,Bengaluru,SUB-52689780,SIM-635142501373527,IMEI-009853204925966,Online,Verified,Passport,FALSE,11.56402462,0,0,2507,FALSE,5.786555642,FALSE,0.018612025,0.086875079,FALSE,FALSE,SUB-52689780|SIM-635142501373527
2025-01-23T12:29:07.716233,Hyderabad,SUB-18805329,SIM-582938393025675,IMEI-804973866783415,Retail,Verified,National ID,FALSE,3.409745645,1,0,2409,FALSE,19.9198007,FALSE,0.6727327,0.464611135,FALSE,FALSE,SUB-18805329|SIM-582938393025675
2025-01-08T01:09:51.507505,Delhi,SUB-03146361,SIM-114028691959339,IMEI-591157962805094,Call Center,Rejected,Passport,FALSE,4.650070142,4,0,1633,FALSE,6.046892684,FALSE,0.760609496,0.56272125,FALSE,FALSE,SUB-03146361|SIM-114028691959339
2025-01-05T15:40:48.091538,Chennai,SUB-00449170,SIM-935120755876135,IMEI-835759523215339,Online,Verified,Driver License,FALSE,3.587836722,1,2,1797,FALSE,12.94870036,FALSE,0.644043397,0.915424385,FALSE,FALSE,SUB-00449170|SIM-935120755876135
2025-02-04T23:04:11.856663,Delhi,SUB-19675142,SIM-409787893827066,IMEI-731048997784653,Online,Verified,Passport,FALSE,2.637180028,3,3,1611,FALSE,98.57835746,FALSE,0.751552893,0.991075752,FALSE,FALSE,SUB-19675142|SIM-409787893827066
2025-02-05T01:05:45.314360,Delhi,SUB-34840905,SIM-156364885368276,IMEI-183533089063376,Online,Pending,National ID,FALSE,13.09851454,0,1,3463,FALSE,25.71774297,FALSE,0.781883172,0.181969612,FALSE,FALSE,SUB-34840905|SIM-156364885368276
2025-01-02T18:22:50.328744,Delhi,SUB-16627612,SIM-443615738293847,IMEI-356734505720943,Retail,Verified,National ID,FALSE,1.407929927,0,0,678,FALSE,56.86260463,TRUE,0.479544349,0.057931768,FALSE,FALSE,SUB-16627612|SIM-443615738293847
2025-01-21T02:58:12.920264,Mumbai,SUB-48278487,SIM-548468044291416,IMEI-699825811958969,Online,Verified,National ID,FALSE,2.614200463,0,0,1192,FALSE,28.08244806,FALSE,0.291196936,0.898439431,FALSE,FALSE,SUB-48278487|SIM-548468044291416
2025-01-23T18:37:59.100814,Bengaluru,SUB-93768602,SIM-270358305377728,IMEI-289553747702479,Retail,Pending,National ID,FALSE,8.909433493,0,1,2593,FALSE,34.66256101,FALSE,0.426972008,0.842483891,FALSE,FALSE,SUB-93768602|SIM-270358305377728
2025-02-23T10:50:23.397236,Delhi,SUB-84306298,SIM-431420343478431,IMEI-435748644498387,Retail,Verified,National ID,FALSE,7.339426747,0,3,1564,FALSE,25.99027576,FALSE,0.750103584,0.152422384,FALSE,FALSE,SUB-84306298|SIM-431420343478431
2025-01-09T00:46:06.798660,Bengaluru,SUB-58594530,SIM-655239700497223,IMEI-011066806116820,Retail,Verified,National ID,FALSE,2.316287924,0,0,2930,FALSE,17.70375525,FALSE,0.953733124,0.702291476,FALSE,FALSE,SUB-58594530|SIM-655239700497223
